topic,scene,bv_safety_20,bv_comfort_10,bv_test_30,bv_total_60,av_safety_10,av_efficiency_10,av_comfort_5_and_traffic_coordination_5,av_compliance_10,av_total_40,total_100,av_status,av_error
B,scenario_b0ac080d,20.0,6.08,1.5,27.58,4.308,5.083,5.104,5.01,19.505,47.085,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b108cf06,20.0,6.3,20.58,46.88,4.167,2.119,4.151,3.441,13.878,60.758,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b13d85ac,20.0,5.13,17.26,42.38,1.667,3.389,2.812,3.141,11.009,53.389,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b1c8e9dd,20.0,7.4,9.0,36.4,5.0,5.019,4.976,5.0,19.995,56.395,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b283ecf4,20.0,5.75,1.5,27.25,3.333,3.361,3.103,3.333,13.13,40.38,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b394fd9e,20.0,6.66,1.5,28.16,6.212,5.045,5.566,5.0,21.823,49.983,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b44eb2d2,20.0,7.5,0.0,27.5,3.316,3.627,4.867,3.331,15.141,42.641,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b6684ade,0.0,6.42,0.0,6.42,5.833,5.037,5.6,5.0,21.47,27.89,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b6b3dfb4,20.0,5.4,0.0,25.4,3.299,4.368,4.884,3.274,15.825,41.225,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b6b5517d,20.0,6.94,0.0,26.94,5.0,5.012,6.221,5.0,21.233,48.173,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b8382efc,20.0,6.82,20.62,47.43,3.333,3.588,3.209,3.412,13.542,60.972,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b838a817,20.0,6.62,0.0,26.62,3.333,3.336,3.793,3.304,13.766,40.386,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b843387c,0.0,4.95,0.0,4.95,3.317,3.884,4.349,3.042,14.592,19.542,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_b96e4de5,20.0,5.39,0.0,25.39,5.0,3.327,3.557,3.287,15.171,40.561,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ba8455f2,20.0,5.18,0.0,25.18,3.333,3.17,3.09,3.04,12.633,37.813,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bb2bd36a,20.0,7.08,20.76,47.84,2.917,3.389,3.832,3.551,13.689,61.529,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bb7f784b,20.0,6.85,15.51,42.36,6.539,5.056,5.256,5.0,21.851,64.211,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bba562be,20.0,5.99,0.0,25.99,4.133,3.02,5.578,3.346,16.077,42.067,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bc920660,20.0,6.12,9.0,35.12,8.2,5.072,6.047,4.917,24.236,59.356,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bd6b7e05,20.0,5.36,0.0,25.36,3.3,3.774,4.135,4.167,15.376,40.736,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bdb00c67,0.0,6.05,0.0,6.05,3.333,3.34,3.072,3.532,13.277,19.327,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_be1d7fa8,20.0,6.85,19.2,46.05,3.333,3.076,2.866,3.125,12.4,58.45,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_be2911d6,20.0,10.0,17.54,47.54,4.983,5.032,5.168,5.0,20.183,67.723,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bea2b895,20.0,5.93,15.14,41.07,5.0,5.061,5.823,4.973,20.857,61.927,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bee66e86,20.0,5.0,17.42,42.41,5.0,2.123,3.712,2.981,13.816,56.226,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bf3f1050,20.0,6.05,9.0,35.05,5.0,5.019,5.035,5.0,20.054,55.104,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bf7ffcf9,20.0,7.74,9.0,36.74,4.933,3.469,4.019,3.333,15.754,52.494,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bf90ea20,20.0,9.99,18.5,48.49,3.856,2.5,4.236,3.354,13.946,62.436,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bfcba50b,20.0,5.34,20.4,45.75,4.033,3.592,5.064,3.106,15.795,61.545,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_bfccf6d0,20.0,6.36,15.39,41.75,1.596,4.405,3.926,3.5,13.427,55.177,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c043f767,20.0,4.97,16.84,41.81,6.633,3.574,4.665,3.215,18.087,59.897,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c0854bcd,20.0,8.13,0.0,28.13,5.967,3.384,4.757,3.288,17.396,45.526,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c0c0ba30,20.0,5.77,0.0,25.77,6.633,3.248,4.72,3.333,17.934,43.704,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c1103db2,20.0,3.69,0.0,23.69,4.983,5.012,5.893,4.978,20.866,44.556,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c1511b5f,20.0,6.15,15.63,41.77,5.917,4.527,5.599,3.333,19.376,61.146,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c20d554f,20.0,7.0,20.33,47.32,5.0,5.036,5.665,5.0,20.701,68.021,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c2155c5e,20.0,5.39,15.12,40.51,5.417,4.547,5.629,3.278,18.871,59.381,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c2311974,20.0,9.93,15.32,45.25,3.333,3.406,4.464,3.4,14.603,59.853,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c3200205,20.0,6.96,16.44,43.4,5.522,3.388,5.278,3.333,17.521,60.921,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c3318813,20.0,5.61,0.0,25.61,3.914,3.383,4.048,3.333,14.678,40.288,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c3609c71,20.0,9.23,0.0,29.23,3.889,3.325,4.222,3.519,14.955,44.185,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c436dd30,20.0,7.22,0.0,27.22,4.898,3.996,6.297,5.313,20.504,47.724,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c451dc11,20.0,4.88,0.0,24.88,5.0,2.03,3.298,1.183,11.511,36.391,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c45ffe9b,0.0,6.39,0.0,6.39,5.0,5.047,4.947,4.809,19.803,26.193,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c47dd45a,20.0,7.93,22.74,50.67,5.0,3.368,3.582,3.301,15.251,65.921,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c4f8f848,0.0,5.44,0.0,5.44,5.0,3.445,4.643,4.151,17.239,22.679,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c52941f9,20.0,5.52,20.46,45.97,3.3,3.919,4.167,3.447,14.833,60.803,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c590bb26,20.0,5.42,19.38,44.8,4.9,2.578,4.027,3.19,14.695,59.495,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c590f2eb,20.0,5.26,20.48,45.73,6.111,3.948,5.444,2.988,18.491,64.221,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c664c131,20.0,6.09,0.0,26.09,4.864,3.124,5.159,3.528,16.675,42.765,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c68cd91f,20.0,5.23,15.17,40.39,3.75,2.681,4.116,3.175,13.722,54.112,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c6c8ce04,20.0,6.8,15.45,42.25,3.3,3.738,3.783,3.267,14.088,56.338,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c766c288,20.0,5.63,0.0,25.63,3.889,3.373,4.896,3.442,15.6,41.23,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c7b9b389,20.0,5.53,6.0,31.53,3.316,3.401,4.453,3.311,14.481,46.011,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c81b980e,20.0,5.52,0.0,25.52,3.889,3.414,4.225,3.393,14.921,40.441,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c9098ee4,20.0,6.99,20.94,47.93,4.167,3.336,3.709,3.333,14.545,62.475,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c96e8df5,0.0,5.72,0.0,5.72,5.0,5.024,5.101,4.931,20.056,25.776,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c9b4e656,20.0,6.64,16.63,43.27,5.0,5.132,5.234,4.609,19.975,63.245,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c9bde8f3,20.0,5.7,0.0,25.7,5.0,4.6,5.655,3.238,18.493,44.193,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_c9dd6862,20.0,5.9,1.5,27.4,5.0,5.015,5.624,4.978,20.617,48.017,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ca42374a,20.0,8.72,9.0,37.72,5.0,3.333,3.739,2.964,15.036,52.756,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ca6bee02,20.0,7.02,19.13,46.16,6.133,5.426,5.262,3.1,19.921,66.081,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ccc58ef4,20.0,6.83,15.3,42.13,4.864,3.075,4.556,3.042,15.537,57.667,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cd8a8336,20.0,7.25,1.5,28.75,3.333,3.562,3.178,3.266,13.339,42.089,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cd8e1928,20.0,6.65,15.38,42.03,3.333,3.36,5.068,3.333,15.094,57.124,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cda1c67d,20.0,6.64,0.0,26.64,3.872,3.475,4.148,3.333,14.828,41.468,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ce6b592a,20.0,7.17,0.0,27.17,3.3,3.895,4.447,2.946,14.588,41.758,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cf16ed91,20.0,5.62,15.69,41.31,5.0,5.164,6.307,4.942,21.413,62.723,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cf3bd7ef,20.0,5.51,16.96,42.47,4.88,3.743,4.422,3.514,16.559,59.029,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cfa8f23d,20.0,5.82,0.0,25.82,3.247,3.361,3.999,3.333,13.94,39.76,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cfd56166,0.0,6.5,0.0,6.5,2.491,3.341,3.784,3.311,12.927,19.427,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_cfd99b21,20.0,7.39,0.0,27.39,3.856,2.502,5.083,3.395,14.836,42.226,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d03efe92,20.0,4.73,3.0,27.73,5.0,4.952,5.135,5.0,20.087,47.817,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d0a9426e,20.0,6.44,3.0,29.44,3.333,4.93,4.641,5.57,18.474,47.914,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d29ec099,20.0,9.98,15.3,45.28,5.833,5.747,5.428,4.257,21.265,66.545,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d3d9a145,20.0,6.35,0.0,26.35,3.333,3.322,4.441,3.304,14.4,40.75,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d449b8f0,20.0,5.97,21.62,47.59,4.445,3.405,5.003,3.247,16.1,63.69,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d503e26c,20.0,6.86,20.73,47.59,3.333,3.737,3.838,3.506,14.414,62.004,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d5143732,20.0,5.43,0.0,25.43,3.333,3.588,4.965,4.167,16.053,41.483,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d6297c33,20.0,6.25,17.68,43.93,5.0,3.83,4.464,4.788,18.082,62.012,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d6766647,20.0,4.8,0.0,24.8,3.333,3.371,4.444,0.885,12.033,36.833,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d76c86cb,20.0,6.44,15.03,41.47,4.167,3.376,2.838,3.288,13.669,55.139,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d76d9d61,20.0,7.05,0.0,27.05,5.667,4.997,6.142,5.0,21.806,48.856,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d77e2ce3,20.0,7.57,7.5,35.07,5.973,4.995,5.494,5.0,21.462,56.532,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d7b969f6,20.0,7.05,17.65,44.7,3.197,3.559,4.056,3.82,14.632,59.332,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d7eb3c33,20.0,6.32,0.0,26.32,5.05,3.814,5.198,3.236,17.298,43.618,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d803b45c,0.0,4.92,0.0,4.92,8.1,5.0,6.002,3.29,22.392,27.312,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d818f2f6,20.0,5.42,0.0,25.42,5.0,6.335,6.821,5.319,23.475,48.895,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d8c91cf4,20.0,7.0,15.95,42.95,5.431,5.019,5.122,5.0,20.572,63.522,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d9699e1a,20.0,5.55,0.0,25.55,5.782,4.964,5.878,5.0,21.624,47.174,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_d9929afb,20.0,9.99,15.02,45.0,5.505,5.03,5.32,5.0,20.855,65.855,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_da2391f0,20.0,6.48,0.0,26.48,4.733,4.576,3.986,3.325,16.62,43.1,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dbaf6060,20.0,5.09,0.0,25.09,6.174,4.353,6.401,5.296,22.224,47.314,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dbf2af19,20.0,4.95,1.5,26.45,4.696,4.191,5.769,4.948,19.604,46.054,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dc6fce2d,20.0,6.1,1.5,27.6,5.0,5.014,5.477,5.037,20.528,48.128,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dc9d21d3,20.0,5.85,4.5,30.35,3.333,4.991,4.66,5.0,17.984,48.334,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dca87c68,20.0,6.36,1.5,27.86,5.0,3.594,3.992,3.25,15.836,43.696,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dd8acbb1,0.0,6.74,0.0,6.74,4.983,1.882,4.11,3.645,14.62,21.36,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_de17cd9c,20.0,6.85,15.21,42.06,4.983,4.919,6.183,5.016,21.101,63.161,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_de70e025,20.0,8.06,1.5,29.56,3.333,3.292,2.943,3.407,12.975,42.535,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_de811837,20.0,5.5,20.45,45.95,3.333,3.05,3.35,3.367,13.1,59.05,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dea82c48,20.0,5.07,20.5,45.57,3.333,3.455,3.249,3.333,13.37,58.94,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_dedafa3c,20.0,7.06,3.0,30.06,4.899,3.528,4.853,3.457,16.737,46.797,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_defa77ae,20.0,4.35,0.0,24.35,4.444,3.463,4.979,3.311,16.197,40.547,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_df270c8e,20.0,4.8,0.0,24.8,4.0,3.365,3.751,3.379,14.495,39.295,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_df9897f5,20.0,7.37,0.0,27.37,4.382,4.691,5.799,5.079,19.951,47.321,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e1bc5cb7,20.0,6.39,0.0,26.39,5.383,5.091,6.897,5.0,22.371,48.761,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e20af33b,20.0,5.46,0.0,25.46,5.443,3.414,5.397,3.289,17.543,43.003,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e28bd489,20.0,6.58,7.5,34.08,6.078,2.408,5.608,3.075,17.169,51.249,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e2ae55bc,20.0,7.2,0.0,27.2,4.722,3.376,4.346,3.333,15.777,42.977,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e39cc49d,20.0,4.98,0.0,24.98,3.333,3.283,3.029,3.333,12.978,37.958,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e452a942,20.0,6.63,0.0,26.63,4.967,3.613,4.247,4.041,16.868,43.498,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e4b068db,20.0,5.78,4.5,30.28,0.0,3.151,2.35,3.333,8.834,39.114,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e57feb67,20.0,5.54,0.0,25.54,3.232,3.866,4.735,3.185,15.018,40.558,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e60d0561,20.0,5.86,0.0,25.86,4.633,4.403,5.074,3.097,17.207,43.067,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e6348521,20.0,5.12,16.36,41.48,5.983,5.042,5.878,5.0,21.903,63.383,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e6686480,20.0,8.24,15.32,43.57,6.65,5.043,5.278,3.222,20.193,63.763,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e6ab01c8,20.0,4.73,20.3,45.03,5.0,5.051,5.132,4.97,20.153,65.183,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e6fc05ab,20.0,5.14,15.23,40.37,3.265,3.247,4.499,3.227,14.238,54.608,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e702bbc4,20.0,4.92,0.0,24.92,3.333,3.386,4.333,3.118,14.17,39.09,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e8133b2e,0.0,6.93,0.0,6.93,6.667,1.75,4.73,3.147,16.294,23.224,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e86d216f,20.0,5.69,4.5,30.19,4.167,3.377,4.476,3.334,15.354,45.544,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_e9d0dc97,20.0,6.48,0.0,26.48,6.583,5.01,6.257,5.0,22.85,49.33,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ea306005,20.0,5.71,0.0,25.71,5.0,1.844,3.287,2.917,13.048,38.758,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_eabd9221,20.0,6.18,19.21,45.39,6.364,3.669,5.383,3.438,18.854,64.244,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_eb6133de,0.0,6.46,0.0,6.46,4.286,3.257,3.848,3.305,14.696,21.156,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_eb747d59,20.0,6.43,0.0,26.43,3.333,3.164,3.325,3.161,12.983,39.413,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ec48d6d7,20.0,5.01,0.0,25.01,3.333,3.373,4.211,3.333,14.25,39.26,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ed32fce3,20.0,8.27,19.66,47.93,4.849,5.631,4.338,2.935,17.753,65.683,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_edbee5a2,20.0,5.46,4.5,29.96,6.514,3.553,5.482,3.37,18.919,48.879,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_edc1d610,20.0,8.86,15.21,44.07,4.333,3.487,4.455,3.333,15.608,59.678,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_edd9541a,20.0,7.96,3.0,30.96,3.333,3.373,3.873,3.611,14.19,45.15,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ee4b5798,20.0,6.47,21.13,47.59,5.0,5.009,5.102,5.0,20.111,67.701,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_eecedd84,20.0,7.81,6.0,33.81,4.133,3.472,5.258,3.646,16.509,50.319,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_eed836ee,20.0,6.16,0.0,26.16,5.167,3.31,4.698,3.333,16.508,42.668,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_ef9adf34,20.0,5.05,0.0,25.05,6.667,5.432,5.517,3.374,20.99,46.04,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_efdc43e6,20.0,5.23,15.22,40.45,3.333,3.431,5.371,3.333,15.468,55.918,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_efe63835,20.0,6.45,15.31,41.76,4.967,4.706,4.874,3.277,17.824,59.584,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f0396d1f,20.0,6.77,18.32,45.09,5.0,3.361,3.458,3.216,15.035,60.125,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f07bbcd0,20.0,5.78,17.3,43.08,6.65,4.787,5.485,4.141,21.063,64.143,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f1e0ac40,20.0,5.75,22.17,47.91,5.0,5.025,5.183,4.946,20.154,68.064,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f32e4b4b,20.0,4.91,0.0,24.91,3.215,3.614,4.234,4.167,15.23,40.14,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f38f0f4d,20.0,7.98,0.0,27.98,4.983,5.057,5.914,5.0,20.954,48.934,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f3b1d6ff,0.0,5.89,0.0,5.89,7.778,4.989,4.605,3.147,20.519,26.409,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f5a99a85,20.0,6.84,3.0,29.84,3.231,3.418,4.781,3.312,14.742,44.582,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f6404e3c,20.0,7.35,19.41,46.76,4.761,3.36,5.107,3.575,16.803,63.563,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f68b5010,20.0,5.83,17.34,43.17,3.333,3.368,3.035,3.287,13.023,56.193,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f6fda205,20.0,3.4,15.25,38.65,3.333,3.349,4.04,3.342,14.064,52.714,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_f79c76af,20.0,6.57,1.5,28.07,4.967,3.952,3.515,3.01,15.444,43.514,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_fa369f0f,20.0,5.73,0.0,25.73,4.933,2.76,4.964,2.5,15.157,40.887,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
B,scenario_fad5cd68,20.0,5.34,0.0,25.34,4.394,3.593,4.897,3.0,15.884,41.224,PPO:ok;DQN:ok;TD3:ok,PPO:-;DQN:-;TD3:-
